id,Match,Team,OddWin,Date
08/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Milwaukee Bucks,1.31,08/11/2021
08/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Boston Celtics,3.25,08/11/2021
08/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,New York Knicks,1.81,08/11/2021
08/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,Atlanta Hawks,1.93,08/11/2021
08/11/2021Philadelphia 76ers - New York Knicks,Philadelphia 76ers - New York Knicks,Philadelphia 76ers,1.51,08/11/2021
08/11/2021Philadelphia 76ers - New York Knicks,Philadelphia 76ers - New York Knicks,New York Knicks,2.5,08/11/2021
08/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Phoenix Suns,1.57,08/11/2021
08/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Golden State Warriors,2.32,08/11/2021
08/11/2021Sacramento - Phoenix Suns,Sacramento - Phoenix Suns,Sacramento,2.13,08/11/2021
08/11/2021Sacramento - Phoenix Suns,Sacramento - Phoenix Suns,Phoenix Suns,1.69,08/11/2021
08/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Utah Jazz,1.44,08/11/2021
08/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Dallas Mavericks,2.65,08/11/2021
09/11/2021LA Clippers - Portland Trail Blazers,LA Clippers - Portland Trail Blazers,LA Clippers,1.66,09/11/2021
09/11/2021LA Clippers - Portland Trail Blazers,LA Clippers - Portland Trail Blazers,Portland Trail Blazers,2.23,09/11/2021
09/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers,1.8,09/11/2021
09/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Brooklyn Nets,1.94,09/11/2021
09/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Milwaukee Bucks,1.31,09/11/2021
09/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Boston Celtics,3.25,09/11/2021
09/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,New York Knicks,1.81,09/11/2021
09/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,Atlanta Hawks,1.93,09/11/2021
09/11/2021Philadelphia 76ers - Milwaukee Bucks,Philadelphia 76ers - Milwaukee Bucks,Philadelphia 76ers,2.85,09/11/2021
09/11/2021Philadelphia 76ers - Milwaukee Bucks,Philadelphia 76ers - Milwaukee Bucks,Milwaukee Bucks,1.43,09/11/2021
09/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Phoenix Suns,1.57,09/11/2021
09/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Golden State Warriors,2.32,09/11/2021
09/11/2021Utah Jazz - Atlanta Hawks,Utah Jazz - Atlanta Hawks,Utah Jazz,1.26,09/11/2021
09/11/2021Utah Jazz - Atlanta Hawks,Utah Jazz - Atlanta Hawks,Atlanta Hawks,3.75,09/11/2021
09/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Utah Jazz,1.44,09/11/2021
09/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Dallas Mavericks,2.65,09/11/2021
10/11/2021Boston Celtics - Toronto Raptors,Boston Celtics - Toronto Raptors,Boston Celtics,1.74,10/11/2021
10/11/2021Boston Celtics - Toronto Raptors,Boston Celtics - Toronto Raptors,Toronto Raptors,2.07,10/11/2021
10/11/2021Chicago Bulls - Dallas Mavericks,Chicago Bulls - Dallas Mavericks,Dallas Mavericks,2.35,10/11/2021
10/11/2021Chicago Bulls - Dallas Mavericks,Chicago Bulls - Dallas Mavericks,Chicago Bulls,1.6,10/11/2021
10/11/2021Cleveland Cavaliers - Washington Wizards,Cleveland Cavaliers - Washington Wizards,Cleveland Cavaliers,2.31,10/11/2021
10/11/2021Cleveland Cavaliers - Washington Wizards,Cleveland Cavaliers - Washington Wizards,Washington Wizards,1.6,10/11/2021
10/11/2021Denver Nuggets - Indiana Pacers,Denver Nuggets - Indiana Pacers,Denver Nuggets,2.16,10/11/2021
10/11/2021Denver Nuggets - Indiana Pacers,Denver Nuggets - Indiana Pacers,Indiana Pacers,1.67,10/11/2021
10/11/2021Golden State Warriors - Minnesota Timberwolves,Golden State Warriors - Minnesota Timberwolves,Minnesota Timberwolves,3.25,10/11/2021
10/11/2021Golden State Warriors - Minnesota Timberwolves,Golden State Warriors - Minnesota Timberwolves,Golden State Warriors,1.33,10/11/2021
10/11/2021Houston Rockets - Detroit Pistons,Houston Rockets - Detroit Pistons,Houston Rockets,1.78,10/11/2021
10/11/2021Houston Rockets - Detroit Pistons,Houston Rockets - Detroit Pistons,Detroit Pistons,2.0,10/11/2021
10/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Brooklyn Nets,1.94,10/11/2021
10/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers,1.8,10/11/2021
10/11/2021Los Angeles Lakers - Miami Heat,Los Angeles Lakers - Miami Heat,Miami Heat,1.54,10/11/2021
10/11/2021Los Angeles Lakers - Miami Heat,Los Angeles Lakers - Miami Heat,Los Angeles Lakers,2.43,10/11/2021
10/11/2021Memphis Grizzlies - Charlotte Hornets,Memphis Grizzlies - Charlotte Hornets,Memphis Grizzlies,1.53,10/11/2021
10/11/2021Memphis Grizzlies - Charlotte Hornets,Memphis Grizzlies - Charlotte Hornets,Charlotte Hornets,2.47,10/11/2021
10/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Milwaukee Bucks,1.31,10/11/2021
10/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Boston Celtics,3.25,10/11/2021
10/11/2021New Orleans Pelicans - Oklahoma City Thunder,New Orleans Pelicans - Oklahoma City Thunder,Oklahoma City Thunder,2.58,10/11/2021
10/11/2021New Orleans Pelicans - Oklahoma City Thunder,New Orleans Pelicans - Oklahoma City Thunder,New Orleans Pelicans,1.49,10/11/2021
10/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,New York Knicks,1.81,10/11/2021
10/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,Atlanta Hawks,1.93,10/11/2021
10/11/2021New York Knicks - Milwaukee Bucks,New York Knicks - Milwaukee Bucks,Milwaukee Bucks,2.17,10/11/2021
10/11/2021New York Knicks - Milwaukee Bucks,New York Knicks - Milwaukee Bucks,New York Knicks,1.67,10/11/2021
10/11/2021Orlando Magic - Brooklyn Nets,Orlando Magic - Brooklyn Nets,Brooklyn Nets,1.23,10/11/2021
10/11/2021Orlando Magic - Brooklyn Nets,Orlando Magic - Brooklyn Nets,Orlando Magic,4.1,10/11/2021
10/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Phoenix Suns,1.57,10/11/2021
10/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Golden State Warriors,2.32,10/11/2021
10/11/2021Phoenix Suns - Portland Trail Blazers,Phoenix Suns - Portland Trail Blazers,Portland Trail Blazers,3.05,10/11/2021
10/11/2021Phoenix Suns - Portland Trail Blazers,Phoenix Suns - Portland Trail Blazers,Phoenix Suns,1.36,10/11/2021
10/11/2021San Antonio Spurs - Sacramento,San Antonio Spurs - Sacramento,Sacramento,1.88,10/11/2021
10/11/2021San Antonio Spurs - Sacramento,San Antonio Spurs - Sacramento,San Antonio Spurs,1.88,10/11/2021
10/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Utah Jazz,1.44,10/11/2021
10/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Dallas Mavericks,2.65,10/11/2021
11/11/2021LA Clippers - Miami Heat,LA Clippers - Miami Heat,LA Clippers,1.55,11/11/2021
11/11/2021LA Clippers - Miami Heat,LA Clippers - Miami Heat,Miami Heat,2.47,11/11/2021
11/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers,1.8,11/11/2021
11/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Brooklyn Nets,1.94,11/11/2021
11/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Milwaukee Bucks,1.31,11/11/2021
11/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Boston Celtics,3.25,11/11/2021
11/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,New York Knicks,1.81,11/11/2021
11/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,Atlanta Hawks,1.93,11/11/2021
11/11/2021Philadelphia 76ers - Toronto Raptors,Philadelphia 76ers - Toronto Raptors,Philadelphia 76ers,1.65,11/11/2021
11/11/2021Philadelphia 76ers - Toronto Raptors,Philadelphia 76ers - Toronto Raptors,Toronto Raptors,2.2,11/11/2021
11/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Phoenix Suns,1.57,11/11/2021
11/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Golden State Warriors,2.32,11/11/2021
11/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Utah Jazz,1.44,11/11/2021
11/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Dallas Mavericks,2.65,11/11/2021
11/11/2021Utah Jazz - Indiana Pacers,Utah Jazz - Indiana Pacers,Utah Jazz,1.17,11/11/2021
11/11/2021Utah Jazz - Indiana Pacers,Utah Jazz - Indiana Pacers,Indiana Pacers,4.85,11/11/2021
12/11/2021Boston Celtics - Milwaukee Bucks,Boston Celtics - Milwaukee Bucks,Boston Celtics,1.96,12/11/2021
12/11/2021Boston Celtics - Milwaukee Bucks,Boston Celtics - Milwaukee Bucks,Milwaukee Bucks,1.82,12/11/2021
12/11/2021Charlotte Hornets - New York Knicks,Charlotte Hornets - New York Knicks,Charlotte Hornets,2.01,12/11/2021
12/11/2021Charlotte Hornets - New York Knicks,Charlotte Hornets - New York Knicks,New York Knicks,1.78,12/11/2021
12/11/2021Cleveland Cavaliers - Detroit Pistons,Cleveland Cavaliers - Detroit Pistons,Cleveland Cavaliers,1.45,12/11/2021
12/11/2021Cleveland Cavaliers - Detroit Pistons,Cleveland Cavaliers - Detroit Pistons,Detroit Pistons,2.7,12/11/2021
12/11/2021Denver Nuggets - Atlanta Hawks,Denver Nuggets - Atlanta Hawks,Atlanta Hawks,2.42,12/11/2021
12/11/2021Denver Nuggets - Atlanta Hawks,Denver Nuggets - Atlanta Hawks,Denver Nuggets,1.55,12/11/2021
12/11/2021Golden State Warriors - Chicago Bulls,Golden State Warriors - Chicago Bulls,Golden State Warriors,1.44,12/11/2021
12/11/2021Golden State Warriors - Chicago Bulls,Golden State Warriors - Chicago Bulls,Chicago Bulls,2.8,12/11/2021
12/11/2021Houston Rockets - Portland Trail Blazers,Houston Rockets - Portland Trail Blazers,Portland Trail Blazers,1.38,12/11/2021
12/11/2021Houston Rockets - Portland Trail Blazers,Houston Rockets - Portland Trail Blazers,Houston Rockets,3.0,12/11/2021
12/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Brooklyn Nets,1.92,12/11/2021
12/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers,1.82,12/11/2021
12/11/2021Los Angeles Lakers - Minnesota Timberwolves,Los Angeles Lakers - Minnesota Timberwolves,Minnesota Timberwolves,2.06,12/11/2021
12/11/2021Los Angeles Lakers - Minnesota Timberwolves,Los Angeles Lakers - Minnesota Timberwolves,Los Angeles Lakers,1.74,12/11/2021
12/11/2021Memphis Grizzlies - Phoenix Suns,Memphis Grizzlies - Phoenix Suns,Memphis Grizzlies,2.06,12/11/2021
12/11/2021Memphis Grizzlies - Phoenix Suns,Memphis Grizzlies - Phoenix Suns,Phoenix Suns,1.77,12/11/2021
12/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Boston Celtics,3.25,12/11/2021
12/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Milwaukee Bucks,1.31,12/11/2021
12/11/2021New Orleans Pelicans - Brooklyn Nets,New Orleans Pelicans - Brooklyn Nets,Brooklyn Nets,1.2,12/11/2021
12/11/2021New Orleans Pelicans - Brooklyn Nets,New Orleans Pelicans - Brooklyn Nets,New Orleans Pelicans,4.35,12/11/2021
12/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,New York Knicks,1.81,12/11/2021
12/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,Atlanta Hawks,1.93,12/11/2021
12/11/2021Oklahoma City Thunder - Sacramento,Oklahoma City Thunder - Sacramento,Sacramento,1.5,12/11/2021
12/11/2021Oklahoma City Thunder - Sacramento,Oklahoma City Thunder - Sacramento,Oklahoma City Thunder,2.55,12/11/2021
12/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Phoenix Suns,1.57,12/11/2021
12/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Golden State Warriors,2.32,12/11/2021
12/11/2021San Antonio Spurs - Dallas Mavericks,San Antonio Spurs - Dallas Mavericks,Dallas Mavericks,1.64,12/11/2021
12/11/2021San Antonio Spurs - Dallas Mavericks,San Antonio Spurs - Dallas Mavericks,San Antonio Spurs,2.21,12/11/2021
12/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Utah Jazz,1.44,12/11/2021
12/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Dallas Mavericks,2.65,12/11/2021
13/11/2021Cleveland Cavaliers - Boston Celtics,Cleveland Cavaliers - Boston Celtics,Cleveland Cavaliers,2.17,13/11/2021
13/11/2021Cleveland Cavaliers - Boston Celtics,Cleveland Cavaliers - Boston Celtics,Boston Celtics,1.67,13/11/2021
13/11/2021Indiana Pacers - Philadelphia 76ers,Indiana Pacers - Philadelphia 76ers,Indiana Pacers,1.62,13/11/2021
13/11/2021Indiana Pacers - Philadelphia 76ers,Indiana Pacers - Philadelphia 76ers,Philadelphia 76ers,2.31,13/11/2021
13/11/2021LA Clippers - Minnesota Timberwolves,LA Clippers - Minnesota Timberwolves,Minnesota Timberwolves,3.25,13/11/2021
13/11/2021LA Clippers - Minnesota Timberwolves,LA Clippers - Minnesota Timberwolves,LA Clippers,1.35,13/11/2021
13/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers,1.82,13/11/2021
13/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Brooklyn Nets,1.92,13/11/2021
13/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Milwaukee Bucks,1.32,13/11/2021
13/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Boston Celtics,3.2,13/11/2021
13/11/2021New Orleans Pelicans - Memphis Grizzlies,New Orleans Pelicans - Memphis Grizzlies,New Orleans Pelicans,2.41,13/11/2021
13/11/2021New Orleans Pelicans - Memphis Grizzlies,New Orleans Pelicans - Memphis Grizzlies,Memphis Grizzlies,1.55,13/11/2021
13/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,New York Knicks,1.81,13/11/2021
13/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,Atlanta Hawks,1.93,13/11/2021
13/11/2021Orlando Magic - Washington Wizards,Orlando Magic - Washington Wizards,Orlando Magic,2.4,13/11/2021
13/11/2021Orlando Magic - Washington Wizards,Orlando Magic - Washington Wizards,Washington Wizards,1.55,13/11/2021
13/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Phoenix Suns,1.57,13/11/2021
13/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Golden State Warriors,2.32,13/11/2021
13/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Dallas Mavericks,2.65,13/11/2021
13/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Utah Jazz,1.44,13/11/2021
13/11/2021Utah Jazz - Miami Heat,Utah Jazz - Miami Heat,Miami Heat,3.3,13/11/2021
13/11/2021Utah Jazz - Miami Heat,Utah Jazz - Miami Heat,Utah Jazz,1.35,13/11/2021
14/11/2021Atlanta Hawks - Milwaukee Bucks,Atlanta Hawks - Milwaukee Bucks,Atlanta Hawks,1.78,14/11/2021
14/11/2021Atlanta Hawks - Milwaukee Bucks,Atlanta Hawks - Milwaukee Bucks,Milwaukee Bucks,2.0,14/11/2021
14/11/2021Charlotte Hornets - Golden State Warriors,Charlotte Hornets - Golden State Warriors,Charlotte Hornets,2.72,14/11/2021
14/11/2021Charlotte Hornets - Golden State Warriors,Charlotte Hornets - Golden State Warriors,Golden State Warriors,1.44,14/11/2021
14/11/2021Houston Rockets - Phoenix Suns,Houston Rockets - Phoenix Suns,Houston Rockets,4.3,14/11/2021
14/11/2021Houston Rockets - Phoenix Suns,Houston Rockets - Phoenix Suns,Phoenix Suns,1.21,14/11/2021
14/11/2021LA Clippers - Chicago Bulls,LA Clippers - Chicago Bulls,LA Clippers,1.58,14/11/2021
14/11/2021LA Clippers - Chicago Bulls,LA Clippers - Chicago Bulls,Chicago Bulls,2.34,14/11/2021
14/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Brooklyn Nets,1.92,14/11/2021
14/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers,1.82,14/11/2021
14/11/2021Los Angeles Lakers - San Antonio Spurs,Los Angeles Lakers - San Antonio Spurs,Los Angeles Lakers,1.7,14/11/2021
14/11/2021Los Angeles Lakers - San Antonio Spurs,Los Angeles Lakers - San Antonio Spurs,San Antonio Spurs,2.12,14/11/2021
14/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Milwaukee Bucks,1.32,14/11/2021
14/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Boston Celtics,3.2,14/11/2021
14/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,New York Knicks,1.81,14/11/2021
14/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,Atlanta Hawks,1.93,14/11/2021
14/11/2021Oklahoma City Thunder - Brooklyn Nets,Oklahoma City Thunder - Brooklyn Nets,Brooklyn Nets,1.24,14/11/2021
14/11/2021Oklahoma City Thunder - Brooklyn Nets,Oklahoma City Thunder - Brooklyn Nets,Oklahoma City Thunder,3.95,14/11/2021
14/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Phoenix Suns,1.58,14/11/2021
14/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Golden State Warriors,2.29,14/11/2021
14/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Utah Jazz,1.44,14/11/2021
14/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Dallas Mavericks,2.65,14/11/2021
15/11/2021Atlanta Hawks - Orlando Magic,Atlanta Hawks - Orlando Magic,Atlanta Hawks,1.17,15/11/2021
15/11/2021Atlanta Hawks - Orlando Magic,Atlanta Hawks - Orlando Magic,Orlando Magic,4.85,15/11/2021
15/11/2021Cleveland Cavaliers - Boston Celtics,Cleveland Cavaliers - Boston Celtics,Cleveland Cavaliers,2.15,15/11/2021
15/11/2021Cleveland Cavaliers - Boston Celtics,Cleveland Cavaliers - Boston Celtics,Boston Celtics,1.68,15/11/2021
15/11/2021Dallas Mavericks - Denver Nuggets,Dallas Mavericks - Denver Nuggets,Dallas Mavericks,1.54,15/11/2021
15/11/2021Dallas Mavericks - Denver Nuggets,Dallas Mavericks - Denver Nuggets,Denver Nuggets,2.49,15/11/2021
15/11/2021Detroit Pistons - Sacramento,Detroit Pistons - Sacramento,Detroit Pistons,2.55,15/11/2021
15/11/2021Detroit Pistons - Sacramento,Detroit Pistons - Sacramento,Sacramento,1.5,15/11/2021
15/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Brooklyn Nets,1.92,15/11/2021
15/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers,1.82,15/11/2021
15/11/2021Los Angeles Lakers - Chicago Bulls,Los Angeles Lakers - Chicago Bulls,Chicago Bulls,1.95,15/11/2021
15/11/2021Los Angeles Lakers - Chicago Bulls,Los Angeles Lakers - Chicago Bulls,Los Angeles Lakers,1.83,15/11/2021
15/11/2021Memphis Grizzlies - Houston Rockets,Memphis Grizzlies - Houston Rockets,Memphis Grizzlies,1.13,15/11/2021
15/11/2021Memphis Grizzlies - Houston Rockets,Memphis Grizzlies - Houston Rockets,Houston Rockets,5.8,15/11/2021
15/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Boston Celtics,3.2,15/11/2021
15/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Milwaukee Bucks,1.32,15/11/2021
15/11/2021Minnesota Timberwolves - Phoenix Suns,Minnesota Timberwolves - Phoenix Suns,Phoenix Suns,1.54,15/11/2021
15/11/2021Minnesota Timberwolves - Phoenix Suns,Minnesota Timberwolves - Phoenix Suns,Minnesota Timberwolves,2.49,15/11/2021
15/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,New York Knicks,1.81,15/11/2021
15/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,Atlanta Hawks,1.93,15/11/2021
15/11/2021New York Knicks - Indiana Pacers,New York Knicks - Indiana Pacers,Indiana Pacers,2.26,15/11/2021
15/11/2021New York Knicks - Indiana Pacers,New York Knicks - Indiana Pacers,New York Knicks,1.62,15/11/2021
15/11/2021Oklahoma City Thunder - Miami Heat,Oklahoma City Thunder - Miami Heat,Miami Heat,1.18,15/11/2021
15/11/2021Oklahoma City Thunder - Miami Heat,Oklahoma City Thunder - Miami Heat,Oklahoma City Thunder,4.8,15/11/2021
15/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Phoenix Suns,1.58,15/11/2021
15/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Golden State Warriors,2.29,15/11/2021
15/11/2021Portland Trail Blazers - Toronto Raptors,Portland Trail Blazers - Toronto Raptors,Portland Trail Blazers,1.76,15/11/2021
15/11/2021Portland Trail Blazers - Toronto Raptors,Portland Trail Blazers - Toronto Raptors,Toronto Raptors,2.04,15/11/2021
15/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Utah Jazz,1.44,15/11/2021
15/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Dallas Mavericks,2.65,15/11/2021
15/11/2021Washington Wizards - New Orleans Pelicans,Washington Wizards - New Orleans Pelicans,New Orleans Pelicans,2.2,15/11/2021
15/11/2021Washington Wizards - New Orleans Pelicans,Washington Wizards - New Orleans Pelicans,Washington Wizards,1.65,15/11/2021
16/11/2021Brooklyn Nets - Golden State Warriors,Brooklyn Nets - Golden State Warriors,Brooklyn Nets,1.65,16/11/2021
16/11/2021Brooklyn Nets - Golden State Warriors,Brooklyn Nets - Golden State Warriors,Golden State Warriors,2.3,16/11/2021
16/11/2021LA Clippers - San Antonio Spurs,LA Clippers - San Antonio Spurs,LA Clippers,1.31,16/11/2021
16/11/2021LA Clippers - San Antonio Spurs,LA Clippers - San Antonio Spurs,San Antonio Spurs,3.35,16/11/2021
16/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers,1.82,16/11/2021
16/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Brooklyn Nets,1.92,16/11/2021
16/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Milwaukee Bucks,1.32,16/11/2021
16/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Boston Celtics,3.2,16/11/2021
16/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,New York Knicks,1.81,16/11/2021
16/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,Atlanta Hawks,1.93,16/11/2021
16/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Phoenix Suns,1.58,16/11/2021
16/11/2021Phoenix Suns - Golden State Warriors,Phoenix Suns - Golden State Warriors,Golden State Warriors,2.29,16/11/2021
16/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Utah Jazz,1.45,16/11/2021
16/11/2021Utah Jazz - Dallas Mavericks,Utah Jazz - Dallas Mavericks,Dallas Mavericks,2.62,16/11/2021
16/11/2021Utah Jazz - Philadelphia 76ers,Utah Jazz - Philadelphia 76ers,Utah Jazz,1.2,16/11/2021
16/11/2021Utah Jazz - Philadelphia 76ers,Utah Jazz - Philadelphia 76ers,Philadelphia 76ers,4.4,16/11/2021
18/11/2021Cleveland Cavaliers - Golden State Warriors,Cleveland Cavaliers - Golden State Warriors,Cleveland Cavaliers,4.0,18/11/2021
18/11/2021Cleveland Cavaliers - Golden State Warriors,Cleveland Cavaliers - Golden State Warriors,Golden State Warriors,1.23,18/11/2021
18/11/2021Denver Nuggets - Philadelphia 76ers,Denver Nuggets - Philadelphia 76ers,Philadelphia 76ers,3.65,18/11/2021
18/11/2021Denver Nuggets - Philadelphia 76ers,Denver Nuggets - Philadelphia 76ers,Denver Nuggets,1.27,18/11/2021
18/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Brooklyn Nets,1.92,18/11/2021
18/11/2021Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers - Brooklyn Nets,Los Angeles Lakers,1.82,18/11/2021
18/11/2021Memphis Grizzlies - LA Clippers,Memphis Grizzlies - LA Clippers,Memphis Grizzlies,1.92,18/11/2021
18/11/2021Memphis Grizzlies - LA Clippers,Memphis Grizzlies - LA Clippers,LA Clippers,1.85,18/11/2021
18/11/2021Miami Heat - Washington Wizards,Miami Heat - Washington Wizards,Miami Heat,1.35,18/11/2021
18/11/2021Miami Heat - Washington Wizards,Miami Heat - Washington Wizards,Washington Wizards,3.15,18/11/2021
18/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Milwaukee Bucks,1.33,18/11/2021
18/11/2021Milwaukee Bucks - Boston Celtics,Milwaukee Bucks - Boston Celtics,Boston Celtics,3.15,18/11/2021
18/11/2021Minnesota Timberwolves - San Antonio Spurs,Minnesota Timberwolves - San Antonio Spurs,Minnesota Timberwolves,1.72,18/11/2021
18/11/2021Minnesota Timberwolves - San Antonio Spurs,Minnesota Timberwolves - San Antonio Spurs,San Antonio Spurs,2.09,18/11/2021
18/11/2021New York Knicks - Atlanta Hawks,New York Knicks - Atlanta Hawks,New York Knicks,1.81,18/11/2021
